,auto_total,credit_card_total,first_mortgage_total,he_revolving_total,other_total,student_loan_total,inquiries_12_months,number_accounts_opened_within_12_months,mort_10%_orig_vant3,mort_25%_orig_vant3,mort_50%_orig_vant3,auto_10%_orig_vant3,auto_25%_orig_vant3,auto_50%_orig_vant3,Miscellaneous_perc,Current_perc,30 DPD_perc,60 DPD_perc,90 DPD_perc,120 DPD or Collections_perc,Foreclosure Started_perc,Closed-Positive_perc,Closed-Severe Derogatory_perc,Closed-Bankruptcy_perc,auto_derog_perc,credit_card_derog_perc,first_mortgage_derog_perc,he_revolving_derog_perc,other_derog_perc,student_loan_derog_perc,bankruptcy_new,foreclosure_new,perc_3rd_party_collection_accts,total_amount_3rd_party_collections,coll_perc,coll_amt,Unknown_total,18–24_total,25–34_total,35-44_total,45-54_total,55–64_total,65–74_total,75+_total,national_per_capita,AZ_per_capita,CA_per_capita,FL_per_capita,IL_per_capita,MI_per_capita,NJ_per_capita,NV_per_capita,NY_per_capita,OH_per_capita,PA_per_capita,TX_per_capita
201603,10525634046.0,7708330738.0,85315706611.0,5002445877.5,4042073487.0,12837981684.0,2777653.0,2189127.0,611.0,664.0,730.0,526.0,597.0,673.0,0.01503393584169498,0.9317205129739916,0.009984679517243748,0.003888004452921935,0.002823225246772412,0.013646144833942083,0.004369422970385627,0.0,0.01453604142765913,0.003998032735388434,0.03785193521443088,0.07992877484650555,0.02485939976644988,0.02619461393663024,0.05508338188706464,0.11290760359991178,1373.0,905.0,0.2572827148515384,2653.2321508699983,0.034251197663451124,22202.319142864555,335431274.0,2519360284.0,18042267355.5,29107279871.5,32639687346.0,25475700011.5,13102311742.0,4210134559.0,55726.80275661408,57129.527161489845,78876.07613903683,50280.98455981206,53915.341148762265,44305.269259138426,66921.98202154355,58643.912140492444,55275.312766384006,43748.756992257295,47193.01069415778,46578.260279391485
201606,10726317930.0,7885535578.0,84814850277.0,4937397517.0,4103012628.0,12742181729.5,2768162.0,2212422.0,618.0,666.0,729.0,537.0,608.0,681.0,0.013290378711380774,0.9356434840316218,0.010265644617117342,0.0042602856536357115,0.002461042691574474,0.012233340447545144,0.0036784839901385902,0.0,0.01474359502444766,0.0034237448325385132,0.037955680519344816,0.07717589293463714,0.02102655815197036,0.024928823347970263,0.05210907591191552,0.11294953847408946,1470.0,748.0,0.2546661262861897,2606.0115060160647,0.032235906491304235,21070.89912509973,347371582.5,2406134452.5,18058960652.0,29029370487.0,32522030321.0,25427302750.5,13161249176.0,4256876238.0,55523.63533058722,56785.29101749694,77918.21049052685,50248.8011117494,53291.20431851109,44179.82044418005,66455.82143512291,58070.836387030366,55029.457138090824,43622.1304296028,47052.19317306458,46698.66154803609
201609,11018060629.0,8088011538.5,84854245170.0,4896861614.0,4229064768.0,13080380426.5,2745206.0,2210306.0,618.0,669.0,732.0,551.0,620.0,689.0,0.013351037018718584,0.9342700622400467,0.011589922809600353,0.004722188419740553,0.0028348562816907187,0.012098767989017285,0.0032202820100016216,0.0,0.014573119265459022,0.0033397639657251547,0.03915014919818518,0.07621887686059463,0.01997120882526142,0.023994553708456094,0.05018393998263779,0.1130117140175212,1406.0,701.0,0.2533973401400995,2560.4174308122238,0.03314922985834342,20346.298697750055,374210726.0,2420630841.5,18301011527.5,29306803355.0,32675428302.5,25514341952.0,13264642973.0,4309554468.5,55746.513439259106,56643.46295762787,77643.65693195928,50536.60944162778,53620.45888081104,44424.97729521171,66109.76053666118,58574.51578030536,55379.86402922833,43920.41388561707,46998.874169248855,47288.51551580163
201612,11221954661.0,8435610898.0,85913777336.5,4822790248.0,4273961572.5,13389911369.0,2733139.0,2225706.0,623.0,673.0,738.0,543.0,612.0,684.0,0.013912036267513622,0.9354603738557812,0.01046013531251524,0.0048750196499672445,0.002923303988908895,0.011788168093902741,0.0028870036618765145,0.0,0.015029963497342393,0.002663995672192181,0.0412927884221827,0.07608604809548199,0.018042801626898527,0.021386015915324543,0.05167584938551761,0.11502201930669105,1327.0,682.0,0.24909785832850975,2510.657337755964,0.033792455158018785,19613.456610711222,357754775.0,2464432738.0,18715418622.5,29832274818.5,33020524908.5,25797074413.0,13489452631.5,4381073178.0,56224.75415446637,57399.05248102101,78282.60871355199,51153.28029980439,53558.641892563355,44408.67292059295,66554.58834096353,58674.47652952245,55392.70371484103,44080.098657599054,47470.735925075474,48094.59736743994
201703,11322960370.5,8285465264.5,87312757921.5,4690207505.5,4201719238.0,13739075787.5,2708832.0,2216740.0,612.0,661.0,727.0,537.0,607.0,681.0,0.011942855024113604,0.9374605904061873,0.01064594358576458,0.0041514998298580914,0.002891390630390469,0.011983718471963296,0.0031298695548536435,0.0,0.015177423240638916,0.0026167092562300563,0.04154857785475281,0.0793379954553064,0.0187462845289068,0.020961111717277728,0.053350121772224895,0.11287396827018922,1309.0,716.0,0.24660167519587528,2481.3279953708993,0.03368079056611999,20298.318957965614,362925471.0,2526239727.0,18877469604.0,30239030013.5,33358220412.0,26035011980.5,13689519797.5,4463769082.0,57049.35669734055,58830.79750446026,79930.59892700765,51805.10286662764,54207.25523956244,44717.53378626775,67494.56682652052,59911.84658773312,56221.28396738131,43856.414610274056,47918.566936621224,49051.72319960768
201706,11542265007.5,8485383321.5,88038433402.0,4644314227.5,4319452151.0,13734268435.5,2678030.0,2180491.0,617.0,666.0,730.0,544.0,614.0,685.0,0.01222120702700611,0.9374370290974691,0.011342840625467554,0.004187932457843227,0.0026808402202553954,0.011134638121452389,0.002969016709307972,0.0,0.015300318140500615,0.0027261776006976806,0.04269657629414813,0.07896630554122692,0.016998448679415086,0.01959312721804847,0.05009957835738507,0.1154220722381191,1453.0,758.0,0.24474998086645688,2470.747425752102,0.0333676776594839,19147.711326784236,352181611.5,2481413826.0,19047864693.0,30577700256.0,33634039387.0,26223951124.5,13883792291.5,4563173355.5,57380.81943031715,59144.224273713684,80160.7161578166,52036.38761015693,54127.187895232295,45006.51803567651,67706.67647818621,60364.25131246845,56704.405403818775,44038.24120543535,48118.21994902638,49718.88098672822
201709,11739211891.0,8692492882.0,88543032786.0,4597665988.0,4448592976.0,13853970551.0,2607391.0,2125133.0,624.0,671.0,733.0,551.0,620.0,692.0,0.01170655683374476,0.9377161938975803,0.011864081631368734,0.004590689521539664,0.0027521008767065285,0.01076528312764142,0.002585742837066682,0.0,0.01547807914033163,0.0025412721340202942,0.04353819232037576,0.07910386005881805,0.015749530805776662,0.018720222766212827,0.049122435942991066,0.11564053706497589,1263.0,659.0,0.24483383966556108,2440.054418191176,0.03541831342975354,17839.773784541147,367045292.0,2485404849.5,19318540355.5,31012155923.0,33728188133.0,26329740059.0,13977480785.0,4656411677.0,58693.73725939456,60638.65424885688,81756.88880416022,53440.54942889183,55097.569122400026,46312.09358261894,68799.94222760365,61236.61538461538,57602.412428937685,45712.709762916165,49560.60897868542,50529.508273497966
201712,11834025869.0,8971317591.5,89659577073.0,4520024491.5,4448371263.5,14009056009.5,2553474.0,2117698.0,620.0,669.0,732.0,552.0,622.0,691.0,0.011921376494622186,0.94183646863556,0.010916000985406881,0.004416884407478672,0.0027836583395750027,0.01036002467351759,0.0024261543423179407,0.0,0.015327641900972524,1.1790220549185938e-05,0.04241302609577725,0.0773870904044006,0.01227509572238912,0.016130482066437715,0.04809027918944068,0.11000111281266842,1279.0,532.0,0.23426009772963238,2366.952738283307,0.03532737833713217,17544.43348181426,391695155.0,2513753612.5,19641918848.5,31505922861.0,33883525528.5,26598963939.5,14146146709.5,4760445643.5,59826.00030934657,62434.52882574996,83745.73324761647,54743.10924352724,55510.83034649586,47147.84386396527,69318.98976130266,63088.47527360131,58005.7381928654,46381.79833396487,50231.911727389066,51828.244881083636
201803,11882006705.5,8764815763.0,90487344526.0,4493128994.0,4385014142.5,14310833445.0,2524439.0,2125467.0,623.0,669.0,732.0,537.0,606.0,682.0,0.0131430057174111,0.9418168078006746,0.01013499715877138,0.003956468154717571,0.002765627929857168,0.009970900318024582,0.0023625228985237993,0.0,0.015849586056593677,8.396542620831851e-08,0.04471354874375517,0.08218766651558652,0.01201358646001206,0.015174474534571976,0.05113082859344507,0.10663357007576438,1245.0,661.0,0.21696226522806417,2308.164328703998,0.03465100889452257,17294.079270182327,305045401.5,2599191290.0,19722305930.0,31759525426.5,33970881017.0,26806059759.0,14273888313.0,4886246439.0,60100.62035525293,62498.907468002224,84605.07839789962,54824.96645968987,56016.64795674717,47334.92157517345,69880.46683005025,63190.80966499417,58398.3426682558,46515.13351990888,50468.46980803366,51988.5510883147
201806,12070793591.0,8924778798.5,90768355038.0,4392735395.0,4458854842.0,14301130306.5,2465034.0,2108668.0,626.0,671.0,734.0,552.0,621.0,692.0,0.011905823570752134,0.9446340048553118,0.009437188657945893,0.003919200235493968,0.002500498745510743,0.009375869372117073,0.002295573056829663,0.0,0.01593176736025951,7.41457792677315e-08,0.04280950317013833,0.08038880068608346,0.010824157941263582,0.014618186784728926,0.04962560799596445,0.10903517809996259,1333.0,584.0,0.21455733846558817,2300.2897434309834,0.032598678816139405,17291.98894782169,338510528.5,2534898634.0,19820045320.5,32025990288.0,33966833990.0,26936326899.0,14354468987.0,4939573324.0,60121.997377507076,63016.03187396352,84898.63115568283,54574.84298334309,56129.859375886525,47694.92950125697,69008.03024979286,64412.09425547997,57831.25432433634,47066.86225454901,50007.700953596715,52233.986670880535
201809,12296078888.5,9094860374.5,92100578567.0,4305584183.0,4586072898.5,14671022359.0,2394699.0,2084087.0,628.0,675.0,736.0,555.0,624.0,693.0,0.00945127841246211,0.9440596198862256,0.011395235900127806,0.004225399448052142,0.002812370264292263,0.009798761739849783,0.0021410340240864737,0.0,0.016116294341869314,5.983034568299934e-09,0.04437347824031082,0.08099524106663349,0.01071678007192947,0.012282714203755705,0.04881473625794786,0.11482627415304589,1276.0,540.0,0.21369614103951678,2318.5678565081566,0.03382143475726798,17679.850243549237,363917063.0,2575109286.0,20288865898.0,32709980275.5,34306300060.0,27271730528.0,14478241877.5,5060052282.5,61023.82294884085,63584.39533552095,85593.03486119112,55542.37300792851,57008.58734488782,48169.81410756604,69846.6471365368,65221.458897944896,59250.16945828514,47598.18414267559,51187.41294286277,52921.79879748897
201812,12403240321.0,9430751795.0,92315978387.5,4278868927.5,4666515702.5,14853006892.5,2355425.0,2092629.0,625.0,671.0,733.0,552.0,623.0,696.0,0.01332502475204127,0.9403103941825125,0.011157579647157412,0.0045034147914196415,0.002899760574356122,0.009597391256088042,0.0019988883843943643,0.0,0.016207413971168483,1.3244086215794673e-07,0.04588921082471704,0.07881166959500073,0.010219124738515896,0.012965529077894382,0.04956219623906859,0.1139790903116623,1173.0,531.0,0.20939157596015578,2333.353883954049,0.03559747869318182,16509.270063845175,345989780.0,2619992139.0,20399734194.5,33023540976.5,34339487470.5,27419043583.5,14632566091.5,5168007790.5,61234.180586825285,63899.06629822186,85155.21737144131,55961.775797472365,57157.75254250755,48514.96864650672,70114.57493987346,66201.68843320725,58296.56423695758,48091.464762742726,51550.13634672619,53343.87520640687
201903,12240460163.5,9153055988.0,92964661713.0,4200211191.0,4646601482.0,15139800087.5,2327942.0,2093312.0,616.0,663.0,728.0,538.0,607.0,683.0,0.009289467667659063,0.9461586938196286,0.010078516911991605,0.0038407799534735825,0.0028959312937628006,0.009151107250085515,0.0018427008949763264,0.0,0.016742675655048722,1.2655337379097645e-07,0.049120725729977575,0.08509894302200131,0.009937310828409275,0.012431099800857609,0.05192725639043731,0.10834750947962278,1257.0,559.0,0.20792782195817194,2346.946986863963,0.0345504088161,16264.025597050397,343504685.5,2702845472.5,20454196442.0,33196115217.5,34244168299.0,27482657366.5,14689979632.5,5231323509.5,61405.54558229607,63625.05607405474,85371.35575059948,56326.85007526804,57029.04703358973,48612.448597995484,70143.15598909263,65845.16803664273,58967.001611686945,48206.193855049736,51622.663425148916,53641.28047040097
201906,12378485250.0,9364251170.0,94553848556.5,4137734774.0,4764974160.0,15084193781.5,2315402.0,2114445.0,600.0,655.0,722.0,549.0,621.0,694.0,0.008292244287895174,0.9484546206437641,0.010190702220340688,0.0036241691190073925,0.0027746519950701026,0.00823999046514952,0.001648813444158407,0.0,0.016774687290115026,1.2053449966345737e-07,0.048897426201642884,0.08398940318043605,0.008685700545644718,0.012101655793561988,0.05148217907649682,0.10748186386258272,1451.0,550.0,0.2076178907090638,2302.8039706577497,0.032471156395205515,15755.081860186183,342946062.0,2625845964.5,20704081089.5,33754271729.5,34611069246.0,27903015364.0,14966963645.5,5375294591.0,62085.718334880126,64794.62825339132,86284.3503614056,56961.18203175102,57279.796332309794,49030.63750614641,70914.55379621143,67130.03024054982,59604.43786248727,48578.66196985072,52117.57118480396,54479.45131552367
201909,12573133577.0,9500436222.5,95006727480.0,4053567945.5,4894153424.5,15286836376.0,2237953.0,2094784.0,624.0,673.0,737.0,553.0,626.0,697.0,0.009760541485543797,0.9440787730237277,0.01165321668201721,0.004282709686754382,0.0027598808626992754,0.00862654353839887,0.001710512995653443,0.0,0.01712770449053812,1.1723466720473595e-07,0.049781666293992,0.08453176650962987,0.009454068862534828,0.012567148666288466,0.05069069121496642,0.10760743829132485,1171.0,497.0,0.20492123092948675,2278.6180687312394,0.03258689419210831,16509.015864954905,343742218.0,2668018115.5,20846904402.5,34061965319.5,34844878072.0,28031831442.5,15049997207.5,5467518248.0,62363.04851560214,64819.13242542431,86274.37521851128,57635.844636006594,57251.8808023835,49448.345252364794,71180.11771074783,67585.0454278872,59810.27111330383,48719.26241178051,52371.91830613677,55078.03043596434
201912,12694906863.0,9967452365.0,96367307160.5,3963035746.0,4965972192.0,15385588277.5,2249630.0,2189235.0,631.0,679.0,739.0,548.0,620.0,695.0,0.010499260763283615,0.9437996528765484,0.010588239709969718,0.004314526467714669,0.002934293342887257,0.008707359292419775,0.0017627075225049792,0.0,0.017393644874283413,3.151503881588868e-07,0.051582239717610126,0.08547468689106698,0.009566771103861326,0.012286923111694789,0.05234202004166197,0.10902536618980443,1255.0,601.0,0.2040516853209829,2319.970608797355,0.03474311979195611,15720.169236000907,323903899.0,2703762475.0,21217975635.5,34627808872.0,35172300478.5,28380514678.5,15344639207.0,5573357358.5,62724.84051412361,65263.04563748438,86516.19821375018,58390.22207921748,57311.98319915996,49813.69977132831,71169.48881581925,68376.52929292929,59752.64700394323,49077.490480821834,52756.19087311106,55251.58745947341
202003,12776842941.5,9577488182.5,97312389502.5,3897418318.5,4935433021.0,15662202627.5,2237918.0,2207211.0,630.0,677.0,738.0,544.0,619.0,694.0,0.008584465778044044,0.9472450915581133,0.010043491335221692,0.003508438609514764,0.0026695255110806043,0.008313940234015686,0.0018552730760575645,0.0,0.017779296985815304,4.769121370340008e-07,0.0530188090752622,0.09232101921207461,0.009110449625504509,0.012063541082265788,0.05379720945867538,0.10556074958429407,1151.0,537.0,0.2034313287862015,2370.483519970385,0.03438177518262228,15253.02728499071,309098503.5,2763122603.0,21343127451.0,34947715197.5,35223713120.5,28460163697.5,15451329385.5,5663504635.0,63077.9317875434,65741.88856385218,87092.36710291864,58877.93974737112,57386.361182737324,50004.37900504687,71312.69091445785,68689.75987062769,60164.13860206804,49342.59823234169,52846.40993031168,55697.05116752902
202006,12836847624.0,8785142441.5,98310404847.5,3782828597.5,4885234979.5,15764010753.0,2126262.0,2054142.0,642.0,696.0,752.0,552.0,620.0,692.0,0.012892954220383772,0.953092952143913,0.005771437985184156,0.0024075689144463985,0.0013232361709338161,0.004966403501218599,0.001534970901510413,0.0,0.018010235954412805,2.402079970358181e-07,0.0508958908477264,0.09932822493325534,0.007413447179172445,0.011999078686778908,0.05724827284124297,0.0729403503978947,834.0,184.0,0.19684640709895038,2331.8635728775994,0.024574750054024493,12866.719406708182,336660886.5,2692004486.5,21394969844.0,35074325018.5,35227367248.0,28432384075.5,15482590113.5,5724167570.5,63667.08088811858,66466.22263584255,87597.15363585045,59671.21939154893,57583.16531211778,50173.40297095967,72674.31337801361,69186.57214419251,60727.16123305,49982.42540722227,53092.46537052815,56415.8540429469
202009,13022592152.5,8661975839.5,99513266416.0,3643903801.0,4879825878.5,15857916767.5,2030199.0,1972827.0,653.0,708.0,760.0,561.0,633.0,705.0,0.012378434570012467,0.9556891416213726,0.005792773003085182,0.0019709750427382784,0.0010511325572895415,0.004503096323395664,0.0011482216485336429,0.0,0.01746594037543355,2.84858139048486e-07,0.050040026967664804,0.09789443421594064,0.006203477840023392,0.011915907875527366,0.05636672738916457,0.06829677692719673,759.0,136.0,0.19462467360733535,2347.1746983085895,0.021812106356551657,13214.239568635356,317909155.0,2728544946.5,21827868763.0,35545942083.5,35392385476.5,28436105772.0,15524553439.5,5806171219.0,64007.15822900293,67124.72983633456,87509.12895926769,60244.30124651067,57976.36968251976,50576.041572365364,72411.22538531001,69833.97370796124,60485.13707350635,49988.7472567981,53119.375110346045,56992.31381562059
202012,13142175635.0,8837737642.0,101231912596.0,3517636569.5,4898117649.5,15793128545.5,1960993.0,1917446.0,654.0,709.0,760.0,558.0,629.0,701.0,0.010564737843783653,0.9585700764231276,0.005521401575958423,0.002038413417472608,0.0011572084721115272,0.0042100684750210355,0.001078249646668471,0.0,0.0168595366347857,3.0751107099527493e-07,0.049779456093838756,0.09589555855023196,0.0055687043052298785,0.011610515666718025,0.057429276229964514,0.06636535696397178,736.0,139.0,0.19110028382931676,2316.110075750298,0.021359403884437245,12746.996878209078,350096852.5,2746401711.5,22300175215.0,36253477417.0,35646007820.5,28565963653.5,15668912598.0,5889673369.5,64670.74259023021,67868.06104219401,88036.06534531043,61229.61112817068,58392.97789484498,51366.09944515269,72893.06410158575,70908.16420027422,61010.86712247545,50696.150978874015,53582.563290302685,57902.44881757746
202103,13213204216.0,8250146527.0,102244926627.5,3353583658.0,4797465999.5,16204055450.5,1912948.0,1887301.0,652.0,706.0,758.0,565.0,634.0,707.0,0.00851617550465658,0.9618359707484021,0.005116010507256879,0.0017417001738255342,0.0010324971369757724,0.0042833845268400025,0.0009731492661321763,0.0,0.01650082874713988,2.8338877106291193e-07,0.05022666422550053,0.10193908765712761,0.005292872686696671,0.011043688417210196,0.06096524624259612,0.06165333626213759,688.0,92.0,0.18904479741956842,2326.0640403791117,0.021279692031183777,13103.291285304023,479378587.0,2815573027.5,22550294806.5,36532052122.5,35671392995.5,28504314197.0,15687095577.0,5823281165.5,65096.654619488276,68342.90738068348,88277.87335120644,61775.94908765538,58454.95483408791,51462.5742126213,73350.9672628162,71597.2323420953,61650.90273864365,50978.51235733234,53794.399877448275,58723.92830945955
202106,13486307543.0,8409851983.5,105252026617.5,3234346682.5,4875304701.5,16065445564.5,1914099.0,2062600.0,647.0,699.0,754.0,565.0,634.0,703.0,0.008124574208771804,0.9653367846949656,0.004387127727027907,0.0013433765633788005,0.0006990442834586031,0.003759577973551096,0.0007800319295732372,0.0,0.015569248838328761,2.3378094419465683e-07,0.04650338422880796,0.09539585822366811,0.004421022520459783,0.010673725450271053,0.05759649072059132,0.05842894510652276,724.0,92.0,0.18760415216209783,2342.9143864719917,0.018805854083943373,13351.286803876934,484034613.5,2795579916.0,23268612192.0,37764241611.0,36368883806.5,28869109610.0,15857623505.5,5915197838.0,66784.71712329704,71197.54673972144,91873.45593502413,63033.48348026774,59886.40047972692,52407.77768149712,75065.006914181,73220.06135085314,62965.2710517429,51715.984132292826,54837.603115233724,59870.97524073363
202109,13734816029.0,8580196597.5,107008345231.0,3169603005.0,4944211823.0,16202254402.5,1871876.0,2139896.0,645.0,694.0,749.0,569.0,634.0,701.0,0.007441776158440917,0.9658280407607035,0.005289020607546045,0.0017638489490382002,0.0007414508903027366,0.0036095450465482406,0.00065667011008973,0.0,0.014669411629666465,2.3584766414968084e-07,0.04328384819605653,0.09074529332193428,0.00424002449547794,0.009964082394602601,0.05561779548375956,0.054919312639770776,607.0,102.0,0.18520831792542514,2333.1879870644943,0.018926379389207416,12986.942836401106,522870467.5,2793116347.5,23801602537.0,38660877262.0,36819575338.5,29055636808.5,15941442895.0,6044305432.0,68096.06309324993,72410.22974842768,93810.65378515185,64028.377844598705,61293.78942478544,53414.79522806093,76500.52278430037,74550.72160782646,64270.211143561886,52619.087032732066,55896.01003537972,61096.93363841947
